x,y,z,h,local_x,local_y,local_z
390948.297314677,6417381.957973049,104.3954534717063,8.939999999999998,-380.52,-76.48,-32.31
391002.9633703454,6417392.869707914,103.69545347170632,8.240000000000002,-326.46,-62.88,-33.01
391230.7534892667,6417438.838482344,103.6854534717063,8.229999999999997,-101.22,-5.71,-33.02
391219.27531497105,6417436.933406271,103.6454534717063,8.189999999999998,-112.59,-8.18,-33.06
390965.9654965246,6417385.328929921,103.5654534717063,8.11,-363.04,-72.24,-33.14
391045.0564703242,6417401.19964394,103.3654534717063,7.909999999999997,-284.83,-52.480000000000004,-33.34
391307.23710974265,6417359.521740738,103.26545347170631,7.810000000000002,-20.91,-81.15,-33.44
391315.54227602255,6417428.825983126,103.2554534717063,7.799999999999997,-16.04,-11.52,-33.45
391228.7089593974,6417438.999720099,103.0954534717063,7.640000000000001,-103.27,-5.65,-33.61
390988.10599516786,6417389.850270408,103.0854534717063,7.630000000000003,-341.15000000000003,-66.63,-33.62
390993.80374003074,6417391.080190521,103.07545347170631,7.619999999999997,-335.52,-65.12,-33.63
391047.6578202494,6417401.972028926,102.7854534717063,7.329999999999998,-282.27,-51.58,-33.92
391304.939672642,6417349.513050376,102.76545347170631,7.310000000000002,-22.71,-91.26,-33.94
390996.67496758624,6417391.438732464,102.7054534717063,7.25,-332.67,-64.62,-34.0
391148.6191037403,6417423.37867593,102.63545347170631,7.18,-182.49,-25.21,-34.07
390858.20305315405,6417363.2575842645,102.6154534717063,7.159999999999997,-469.58,-99.61,-34.09
391151.5833940731,6417423.39219712,102.5854534717063,7.130000000000003,-179.53,-25.05,-34.12
391042.1848523423,6417400.630864398,102.4554534717063,7.0,-287.67,-53.19,-34.25
390953.4376415097,6417382.444532456,102.4054534717063,6.949999999999996,-375.41,-75.74,-34.300000000000004
391320.1236290333,6417451.807654184,102.3454534717063,6.890000000000001,-12.6,11.66,-34.36
391183.57424527465,6417276.321500044,102.3354534717063,6.880000000000003,-140.31,-170.36,-34.37
391303.21406448615,6417341.348353415,102.2454534717063,6.789999999999999,-24.03,-99.5,-34.46
391249.3212484681,6417442.785686192,102.23545347170631,6.780000000000001,-82.87,-0.85,-34.47
391245.2837386782,6417441.924167364,102.2154534717063,6.759999999999998,-86.86,-1.9100000000000001,-34.49
390960.4520832939,6417383.979754413,102.19545347170632,6.740000000000002,-368.48,-73.86,-34.51
391104.3715583442,6417279.439509522,102.19545347170632,6.740000000000002,-219.57,-171.16,-34.51
391014.8790185647,6417228.990589575,102.1754534717063,6.719999999999999,-306.46,-225.97,-34.53
391216.55639979895,6417435.6061533615,102.1754534717063,6.719999999999999,-115.24000000000001,-9.64,-34.53
390865.13116808695,6417364.666918672,102.1554534717063,6.699999999999996,-462.73,-97.86,-34.550000000000004
391155.09592017735,6417423.558811548,102.12545347170631,6.670000000000002,-176.03,-24.71,-34.58
391094.8900215422,6417290.771934679,102.10545347170631,6.649999999999999,-229.6,-160.31,-34.6
390944.29036620376,6417380.904709583,102.0954534717063,6.640000000000001,-384.47,-77.73,-34.61
391173.43040172034,6417293.694036934,102.0954534717063,6.640000000000001,-151.3,-153.51,-34.61
391240.82278849016,6417441.0035027005,102.07545347170631,6.619999999999997,-91.27,-3.0500000000000003,-34.63
391154.02610506664,6417283.160126388,102.0554534717063,6.600000000000001,-170.16,-164.99,-34.65
391319.67909113277,6417449.096310227,102.0554534717063,6.600000000000001,-12.91,8.93,-34.65
391266.0571286976,6417364.182551951,102.01545347170631,6.560000000000002,-62.27,-78.53,-34.69
391314.861777437,6417426.60690186,101.9954534717063,6.539999999999999,-16.61,-13.77,-34.71
391020.80589604407,6417396.121903585,101.98545347170631,6.530000000000001,-308.8,-58.75,-34.72
391208.8565471921,6417434.585433109,101.98545347170631,6.530000000000001,-122.88,-11.040000000000001,-34.72
391254.99644747056,6417310.213225193,101.9754534717063,6.519999999999996,-70.65,-132.98,-34.730000000000004
391015.04268899537,6417261.0316524785,101.9654534717063,6.509999999999998,-307.88,-193.96,-34.74
391027.84109424293,6417398.076612339,101.9654534717063,6.509999999999998,-301.87,-56.45,-34.74
