x,y,z,h,local_x,local_y,local_z
432844.3112599976,6423949.391560372,140.52040388054093,22.56,325.5,-181.35,-19.37
432821.46687227575,6423985.2241705125,140.44040388054094,22.48,301.14,-146.53,-19.45
432776.1945562147,6423984.975376437,140.37040388054092,22.41,255.92000000000002,-148.72,-19.52
432811.63404840836,6424007.0559197515,140.11040388054093,22.15,290.38,-125.14,-19.78
432776.0496046707,6424018.442379424,140.05040388054093,22.09,254.34,-115.29,-19.84
432773.42802913627,6423990.479077731,139.95040388054093,21.99,252.92000000000002,-143.34,-19.94
432837.0426372887,6423979.66110982,139.92040388054093,21.96,316.94,-151.42000000000002,-19.97
432738.01758976234,6424002.188372473,139.87040388054092,21.91,217.04,-133.16,-20.02
432759.4048648497,6423985.575929414,139.87040388054092,21.91,239.12,-148.84,-20.02
432766.9473761194,6424007.392549771,139.85040388054094,21.89,245.72,-126.72,-20.04
432784.7670816195,6423982.285281982,139.83040388054093,21.87,264.6,-151.04,-20.06
432827.06494482537,6424005.813045755,139.7204038805409,21.759999999999998,305.85,-125.72,-20.17
432800.5191279301,6424016.0408317,139.68040388054092,21.72,278.89,-116.64,-20.21
432817.39703822945,6424028.68868306,139.62040388054092,21.66,295.21,-103.28,-20.27
432807.04757112963,6423966.195015134,139.43040388054092,21.47,287.55,-166.16,-20.46
432752.84998529794,6423982.804475994,139.39040388054093,21.43,232.69,-151.89000000000001,-20.5
432804.12906167586,6423919.88757186,139.36040388054093,21.4,286.62,-212.55,-20.53
432748.4816966656,6424013.019598937,139.35040388054094,21.39,227.03,-121.89,-20.54
432788.00898793165,6423991.354600778,139.33040388054093,21.37,267.45,-141.84,-20.56
432838.86786785076,6423960.855537951,139.29040388054094,21.33,319.57,-170.13,-20.6
432820.1801622691,6424023.804840249,139.26040388054093,21.3,298.2,-108.04,-20.63
432744.79923624126,6423971.999780737,139.23040388054093,21.27,225.11,-163.03,-20.66
432760.31904356193,6423966.298993007,139.23040388054093,21.27,240.86,-168.06,-20.66
432759.58894415473,6424004.555495132,139.2204038805409,21.259999999999998,238.49,-129.87,-20.67
432796.36848758,6424007.020527679,139.19040388054094,21.23,275.13,-125.83,-20.7
432770.3489616069,6424015.984581904,139.18040388054092,21.22,248.75,-117.99000000000001,-20.71
432786.14323931624,6423906.1462257095,139.17040388054093,21.21,269.24,-227.05,-20.72
432811.7332749646,6424027.090094405,139.13040388054094,21.169999999999998,289.62,-105.12,-20.76
432843.41658801347,6423967.957005748,139.12040388054092,21.16,323.81,-162.84,-20.77
432747.21141831065,6423882.453962982,139.11040388054093,21.15,231.36,-252.39000000000001,-20.78
432844.9028784859,6423962.708440171,139.08040388054093,21.12,325.52,-168.02,-20.81
432744.3565312103,6424005.059177467,139.06040388054092,21.099999999999998,223.25,-130.02,-20.830000000000002
432782.4919927574,6423988.278358877,139.06040388054092,21.099999999999998,262.07,-145.15,-20.830000000000002
432775.2885714038,6424005.142780622,139.05040388054093,21.09,254.15,-128.61,-20.84
432780.71976408217,6424007.852364738,139.04040388054094,21.08,259.46,-125.67,-20.85
432800.01795569394,6423910.855561695,139.02040388054093,21.06,282.90000000000003,-221.75,-20.87
432810.57727564935,6423974.040866651,139.01040388054093,21.05,290.74,-158.17000000000002,-20.88
432797.86603571073,6423968.921259319,138.99040388054092,21.029999999999998,278.26,-163.83,-20.900000000000002
432780.14612926985,6423903.310794333,138.9704038805409,21.009999999999998,263.37,-230.14000000000001,-20.92
432824.2874877165,6424012.228054095,138.9704038805409,21.009999999999998,302.8,-119.43,-20.92
432752.11592258926,6423969.433655079,138.92040388054093,20.96,232.53,-165.28,-20.97
432779.94226145255,6423993.702690198,138.91040388054094,20.95,259.29,-139.84,-20.98
432783.5033985167,6424002.047652916,138.89040388054093,20.93,262.49,-131.35,-21.0
432810.5263389574,6423993.841265773,138.89040388054093,20.93,289.84000000000003,-138.39000000000001,-21.0
432791.7313484539,6424018.379834028,138.85040388054094,20.89,270.01,-114.68,-21.04
432818.8430932346,6424010.610040274,138.84040388054092,20.88,297.43,-121.28,-21.05
432750.74169216666,6423988.019684531,138.83040388054093,20.87,230.36,-146.77,-21.06
432712.41108316806,6423984.630316773,138.82040388054094,20.86,192.21,-151.8,-21.07
432781.935487529,6423935.904043589,138.82040388054094,20.86,263.76,-197.5,-21.07
432807.8418824598,6423999.391490391,138.77040388054093,20.81,286.92,-132.96,-21.12
432822.9274352364,6423998.964176185,138.76040388054093,20.8,302.01,-132.74,-21.13
432792.4831235716,6424051.518079818,138.73040388054093,20.77,269.34000000000003,-81.54,-21.16
432766.7528311401,6423987.70277953,138.7204038805409,20.759999999999998,246.37,-146.4,-21.17
432787.6512699926,6423958.069321182,138.7204038805409,20.759999999999998,268.52,-175.11,-21.17
432770.06932455546,6423963.29810638,138.64040388054093,20.68,250.73000000000002,-170.64000000000001,-21.25
432798.5666979186,6424001.801459628,138.64040388054093,20.68,277.55,-130.95,-21.25
432797.5352041894,6423916.907598129,138.64040388054093,20.68,280.16,-215.81,-21.25
432781.08380540024,6424026.593994174,138.60040388054094,20.64,259.02,-106.93,-21.29
432757.9736718192,6423971.354221131,138.59040388054092,20.63,238.3,-163.11,-21.3
432808.27718676586,6423979.684694353,138.57040388054094,20.61,288.2,-152.63,-21.32
432722.18085143756,6423872.017760507,138.55040388054093,20.59,206.8,-263.89,-21.34
432813.9208434109,6424001.102377227,138.55040388054093,20.59,292.92,-130.99,-21.34
432761.8019466183,6424018.103056541,138.54040388054094,20.58,240.12,-116.24000000000001,-21.35
432816.69457912206,6423996.69937936,138.54040388054094,20.58,295.88,-135.27,-21.35
432765.6905543746,6424027.314773519,138.51040388054093,20.55,243.61,-106.87,-21.38
432788.54006430384,6424043.36967607,138.51040388054093,20.55,265.75,-89.85000000000001,-21.38
432794.0042931416,6424012.336803128,138.51040388054093,20.55,272.54,-120.62,-21.38
432703.6953044921,6424007.535150366,138.50040388054094,20.54,182.52,-129.29,-21.39
432727.5251126836,6423985.332820725,138.50040388054094,20.54,207.28,-150.45000000000002,-21.39
432758.5020739751,6423991.359965085,138.4704038805409,20.509999999999998,237.97,-143.1,-21.42
432773.87367151794,6423971.71270347,138.4704038805409,20.509999999999998,254.17000000000002,-162.07,-21.42
432799.71435092547,6423982.134151918,138.4704038805409,20.509999999999998,279.54,-150.55,-21.42
432764.6206179138,6424013.347807638,138.46040388054092,20.5,243.14000000000001,-120.87,-21.43
432729.2913888704,6424005.495624807,138.45040388054093,20.49,208.18,-130.23,-21.44
432684.3401228838,6423980.079911434,138.44040388054094,20.48,164.36,-157.55,-21.45
432823.4953665994,6423979.782175404,138.43040388054092,20.47,303.40000000000003,-151.88,-21.46
432813.9242979008,6423949.414680545,138.41040388054094,20.45,295.14,-182.63,-21.48
432747.16642855527,6423975.381378074,138.40040388054092,20.439999999999998,227.33,-159.55,-21.490000000000002
432764.26879313076,6423993.724843556,138.39040388054093,20.43,243.63,-140.49,-21.5
432767.88443032576,6424021.295154903,138.38040388054094,20.419999999999998,246.06,-112.79,-21.51
432783.2128350126,6424093.684411769,138.38040388054094,20.419999999999998,258.27,-39.81,-21.51
432765.20410976995,6423955.119219838,138.36040388054093,20.4,246.22,-179.02,-21.53
432754.8269430381,6424016.2704831995,138.34040388054092,20.38,233.23000000000002,-118.37,-21.55
432785.15978918824,6423968.115406161,138.30040388054093,20.34,265.6,-165.18,-21.59
432828.95338259026,6423949.770508314,138.29040388054094,20.33,310.14,-181.63,-21.6
432720.7999172251,6424001.446043431,138.28040388054092,20.32,199.87,-134.64000000000001,-21.61
432747.53169327247,6423980.160110298,138.28040388054092,20.32,227.49,-154.76,-21.61
432773.89264404005,6424023.689704538,138.27040388054093,20.31,251.96,-110.14,-21.62
432792.932858437,6423979.912922615,138.23040388054093,20.27,272.86,-153.06,-21.66
432820.85027341323,6424004.43828787,138.23040388054093,20.27,299.7,-127.36,-21.66
432736.3976028239,6423988.465218962,138.2204038805409,20.259999999999998,216.01,-146.94,-21.67
432733.41386720655,6423883.506618448,138.2204038805409,20.259999999999998,217.53,-251.93,-21.67
432812.2714627312,6424039.628549413,138.2204038805409,20.259999999999998,289.62,-92.57000000000001,-21.67
432813.98904661037,6423987.767185128,138.2204038805409,20.259999999999998,293.56,-144.31,-21.67
432719.69765502884,6423988.591487119,138.21040388054092,20.25,199.32,-147.53,-21.68
432819.83217735286,6423971.391547028,138.21040388054092,20.25,300.1,-160.42000000000002,-21.68
432705.92249938415,6423982.937012167,138.20040388054093,20.24,185.8,-153.77,-21.69
432755.5991879245,6423996.0187366605,138.19040388054094,20.23,234.87,-138.57,-21.7
432834.1612838667,6423938.416730782,138.19040388054094,20.23,315.83,-192.75,-21.7
432734.24139449187,6424046.4310085755,138.15040388054092,20.189999999999998,211.37,-89.12,-21.740000000000002
432785.82604459167,6424016.0509316465,138.15040388054092,20.189999999999998,264.21,-117.26,-21.740000000000002
432772.9191033483,6424010.569383715,138.14040388054093,20.18,251.55,-123.29,-21.75
432792.4974043045,6423947.381670259,138.14040388054093,20.18,273.82,-185.58,-21.75
432817.4116398456,6423957.6727279015,138.14040388054093,20.18,298.27,-174.23,-21.75
432820.93124819343,6424018.217491153,138.14040388054093,20.18,299.19,-113.59,-21.75
432786.75432881585,6423996.403049105,138.13040388054094,20.169999999999998,265.98,-136.85,-21.76
432794.97288784396,6423993.62805586,138.12040388054092,20.16,274.31,-139.27,-21.77
432703.3444649777,6423987.701950635,138.10040388054094,20.14,183.02,-149.12,-21.79
432745.1729460889,6423985.836483412,138.09040388054092,20.13,224.89000000000001,-149.19,-21.8
432740.5868526034,6424068.108835065,138.04040388054094,20.08,216.78,-67.19,-21.85
432791.2128358917,6423966.424274702,138.04040388054094,20.08,271.72,-166.61,-21.85
432798.6514716879,6424021.265729803,138.03040388054092,20.07,276.8,-111.5,-21.86
432712.24613295594,6424004.805950377,138.01040388054093,20.05,191.18,-131.65,-21.88
432835.67295973713,6423952.414781933,137.99040388054092,20.029999999999998,316.74,-178.70000000000002,-21.900000000000002
432850.4620915698,6423952.310476431,137.99040388054092,20.029999999999998,331.52,-178.17000000000002,-21.900000000000002
432696.5402468212,6424004.539228183,137.96040388054092,20.0,175.5,-132.59,-21.93
432767.19733842683,6423916.908592526,137.96040388054092,20.0,249.85,-217.11,-21.93
432808.3190363654,6423960.605348225,137.93040388054092,19.97,289.06,-171.69,-21.96
432825.6731665015,6423974.5539742205,137.93040388054092,19.97,305.8,-157.01,-21.96
432786.80584674963,6424048.438708473,137.92040388054093,19.96,263.8,-84.86,-21.97
432715.4903926012,6424012.764146112,137.90040388054092,19.939999999999998,194.08,-123.56,-21.990000000000002
432652.9800054718,6423985.880078321,137.89040388054093,19.93,132.78,-153.1,-22.0
432698.98235109035,6423998.939350798,137.89040388054093,19.93,178.18,-138.08,-22.0
432771.6091086597,6424048.84076746,137.88040388054094,19.919999999999998,248.6,-85.11,-22.01
432768.8535354228,6424001.66553862,137.87040388054092,19.91,247.87,-132.36,-22.02
432776.95149858145,6423946.877869457,137.86040388054093,19.9,258.31,-186.75,-22.03
432746.073378274,6424018.007464465,137.84040388054092,19.88,224.41,-117.01,-22.05
432748.4167582493,6424084.7283500265,137.83040388054093,19.87,223.89000000000001,-50.25,-22.06
432742.07172023377,6423880.472548418,137.83040388054093,19.87,226.31,-254.59,-22.06
432784.6099966839,6423911.466871069,137.83040388054093,19.87,267.48,-221.8,-22.06
432693.4448639196,6423996.784835577,137.81040388054092,19.849999999999998,172.74,-140.47,-22.080000000000002
432743.4623366803,6424043.923275502,137.81040388054092,19.849999999999998,220.69,-91.23,-22.080000000000002
432801.88016567886,6424029.094473961,137.81040388054092,19.849999999999998,279.69,-103.54,-22.080000000000002
432751.02542428224,6424007.455396405,137.80040388054093,19.84,229.81,-127.34,-22.09
432816.9094255892,6423925.684838308,137.78040388054092,19.82,299.14,-206.21,-22.11
432732.46244812675,6423955.0832633935,137.77040388054093,19.81,213.51,-180.46,-22.12
432786.0761116838,6424100.928288262,137.77040388054093,19.81,260.82,-32.45,-22.12
432781.0885438144,6423955.348250599,137.75040388054094,19.79,262.08,-178.11,-22.14
432832.6687541557,6423976.8661060035,137.75040388054094,19.79,312.69,-154.4,-22.14
432797.83103437105,6423966.240294027,137.74040388054092,19.779999999999998,278.34000000000003,-166.51,-22.150000000000002
432704.3034764836,6424040.359265388,137.73040388054093,19.77,181.72,-96.47,-22.16
432739.4330435012,6424015.810203874,137.73040388054093,19.77,217.87,-119.49000000000001,-22.16
432771.34679606016,6423977.43632998,137.73040388054093,19.77,251.4,-156.46,-22.16
432736.77139939246,6424040.547100418,137.7204038805409,19.759999999999998,214.15,-94.89,-22.17
432799.9299036527,6423963.137432807,137.7204038805409,19.759999999999998,280.57,-169.52,-22.17
432707.9732062048,6424015.789292172,137.71040388054092,19.75,186.44,-120.86,-22.18
432795.67771596304,6424066.014420029,137.71040388054092,19.75,271.91,-66.92,-22.18
432724.05089098256,6423976.914062886,137.69040388054094,19.73,204.17000000000002,-159.01,-22.2
432764.8036226486,6423974.7044109255,137.66040388054094,19.7,244.98000000000002,-159.47,-22.23
432733.819142163,6424012.808185926,137.64040388054093,19.68,212.39000000000001,-122.73,-22.25
432746.2432653459,6423999.112797537,137.64040388054093,19.68,225.39000000000001,-135.88,-22.25
432757.1652823658,6424030.17299625,137.64040388054093,19.68,234.97,-104.38,-22.25
432793.6008492178,6423908.728793142,137.64040388054093,19.68,276.58,-224.15,-22.25
432710.6900779348,6423990.93992381,137.63040388054094,19.669999999999998,190.22,-145.57,-22.26
432805.2164315373,6424005.85002021,137.63040388054094,19.669999999999998,284.02,-126.62,-22.26
432719.964065273,6424046.333180248,137.62040388054092,19.66,197.11,-89.83,-22.27
432813.48742808175,6424021.319561775,137.62040388054092,19.66,291.62,-110.81,-22.27
432808.46591876104,6424012.997245743,137.61040388054093,19.65,286.96,-119.34,-22.28
432758.6977623772,6423893.7818092005,137.60040388054094,19.64,242.35,-240.58,-22.29
432829.40468138526,6423930.203154651,137.58040388054093,19.62,311.43,-201.16,-22.31
432729.995729213,6423979.231259123,137.57040388054094,19.61,210.01,-156.44,-22.32
432772.53852698166,6423957.396789633,137.57040388054094,19.61,253.45000000000002,-176.43,-22.32
432778.88276427455,6424012.625532629,137.56040388054092,19.599999999999998,257.42,-120.98,-22.330000000000002
432753.34892544633,6424001.890637442,137.55040388054093,19.59,232.37,-132.8,-22.34
432783.25133549306,6424073.59427942,137.55040388054093,19.59,259.17,-59.88,-22.34
432700.2316734836,6423980.008360503,137.53040388054092,19.57,180.24,-156.94,-22.36
432716.6945571534,6423973.4263196895,137.53040388054092,19.57,196.97,-162.81,-22.36
432726.1856875401,6424029.68105677,137.53040388054092,19.57,204.04,-106.2,-22.36
432747.1055024505,6423966.966249554,137.53040388054092,19.57,227.63,-167.96,-22.36
432756.7201503788,6424048.018501496,137.53040388054092,19.57,233.76,-86.57000000000001,-22.36
432762.0815836697,6424070.789532064,137.53040388054092,19.57,238.14000000000001,-63.59,-22.36
432747.335028927,6424032.476670994,137.52040388054093,19.56,225.05,-102.5,-22.37
432783.94382919406,6423949.580500138,137.52040388054093,19.56,265.18,-183.75,-22.37
432672.71601348324,6424026.871438238,137.51040388054093,19.55,150.74,-111.3,-22.38
432720.796366689,6424060.360392172,137.51040388054093,19.55,197.34,-75.78,-22.38
432771.3106489126,6423996.415339264,137.51040388054093,19.55,250.55,-137.5,-22.38
432793.76556904067,6423961.069878989,137.50040388054094,19.54,274.5,-171.85,-22.39
432798.96815165825,6424072.9496945655,137.48040388054093,19.52,274.90000000000003,-59.85,-22.41
432840.92796041927,6423973.638953714,137.48040388054093,19.52,321.08,-157.27,-22.41
432755.3695534964,6423963.61877882,137.4704038805409,19.509999999999998,236.03,-170.95000000000002,-22.42
432750.70471215755,6424079.034997156,137.46040388054092,19.5,226.42000000000002,-55.84,-22.43
432697.97866435867,6423985.349891171,137.45040388054093,19.49,177.76,-151.70000000000002,-22.44
432776.5268887557,6423999.014039304,137.45040388054093,19.49,255.65,-134.68,-22.44
432758.9440669988,6424095.16650458,137.44040388054094,19.48,233.96,-39.37,-22.45
432778.3251027207,6423979.579046982,137.44040388054094,19.48,258.28000000000003,-154.02,-22.45
432790.3839873823,6424004.945254832,137.44040388054094,19.48,269.24,-128.16,-22.45
432687.1690215274,6424065.807460868,137.43040388054092,19.47,163.51,-71.78,-22.46
432700.0552024789,6424050.7510057585,137.43040388054092,19.47,177.03,-86.27,-22.46
